"Date/Time";"Date/Time Start";"LatitudeCoord.";"LongitudeCoord.";"Altitude(m)";"LocationAccuracy(m)";"GeoAddress";"SpeedRaw(m/s)";"Speed(km/h)";"SpeedMinTierPref(km/h)";"GForce(m/s2)";"EmergenceBraking";"Acceleration(m/s2)";"AccelerationXYZ";"IsAccelerating";"EulerAngleRotatePhone";"LightLevel(Lux)";"Illuminance";"AudioLevelPref";"LeftHeadAnglePref";"RightHeadAnglePref";"IsHeadRotatedYaw";"HeadAngleYawRaw";"CalibratedHeadAngleYaw";"CalibratedHeadAngleYawPref";"HeadAnglePitchPref";"IsHeadRotatedPitch";"HeadAnglePitchRaw";"CalibratedHeadAnglePitch";"CalibratedHeadAnglePitchPref";"PERCLOSPref";"LeftEyeOpennessPercentagePref";"RightEyeOpennessPercentagePref";"LeftEyeOpennessProbability";"RightEyeOpennessProbability";"IntervalBetweenDetectDangersBetween(ms)";"PeriodInDetectDanger(ms)";"CoffeeCupDialogTimeout(sec)";"Setting PictureContrast(0-10)";"Setting PictureBrightness(-255,255)";"Setting PictureSize(px)";"DriverGender";"DriverExperience";"DriverBdate"
"27/06/18 18:09:16:630";"27/06/18 18:01:08:414";"59,96344813";"30,33008896";"29,0";"12,136";"Sorry, the service is not available";"6,93";"24,947998";"0,0";"1,08";"";"1,31";"0.48933697,-0.1933054,1.1978813";"True";"14.076680183410645,-1.277060866355896,-90.9234619140625";"181,0";"Bright";"3";"15,0";"15,0";"false";"21,86";"5,85";"16,01";"15,0";"false";"0,1";"-6,47";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:16:828";"27/06/18 18:01:08:414";"59,96344813";"30,33008896";"29,0";"12,136";"Sorry, the service is not available";"6,93";"24,947998";"0,0";"1,15";"";"1,31";"0.48933697,-0.1933054,1.1978813";"True";"13.83389663696289,-1.2897511720657349,-90.66891479492188";"181,0";"Bright";"3";"15,0";"15,0";"false";"22,79";"6,78";"16,01";"15,0";"false";"-0,41";"-6,98";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:17:031";"27/06/18 18:01:08:414";"59,96344813";"30,33008896";"29,0";"12,136";"Sorry, the service is not available";"6,93";"24,947998";"0,0";"1,14";"";"1,31";"0.48933697,-0.1933054,1.1978813";"True";"14.170494079589844,-1.9938032627105713,-90.14884185791016";"181,0";"Bright";"3";"15,0";"15,0";"false";"21,36";"5,35";"16,01";"15,0";"false";"-3,04";"-9,61";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:17:427";"27/06/18 18:01:08:414";"59,96350271";"30,33011144";"30,0";"10,6189995";"Sorry, the service is not available";"6,32";"22,752";"0,0";"1,13";"";"1,31";"0.48933697,-0.1933054,1.1978813";"True";"13.936429977416992,-1.9559928178787231,-90.4889144897461";"176,0";"Bright";"3";"15,0";"15,0";"false";"20,64";"4,63";"16,01";"15,0";"false";"-1,97";"-8,54";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:17:632";"27/06/18 18:01:08:414";"59,96350271";"30,33011144";"30,0";"10,6189995";"Sorry, the service is not available";"6,32";"22,752";"0,0";"1,09";"";"1,31";"0.48933697,-0.1933054,1.1978813";"True";"13.735121726989746,-1.8819870948791504,-90.60649108886719";"176,0";"Bright";"3";"15,0";"15,0";"false";"4,85";"-11,16";"16,01";"15,0";"false";"-1,09";"-7,66";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:17:829";"27/06/18 18:01:08:414";"59,96350271";"30,33011144";"30,0";"10,6189995";"Sorry, the service is not available";"6,32";"22,752";"0,0";"1,29";"";"1,31";"0.48933697,-0.1933054,1.1978813";"True";"13.612924575805664,-1.5112351179122925,-90.98371124267578";"317,0";"Bright";"3";"15,0";"15,0";"false";"22,95";"6,94";"16,01";"15,0";"false";"-7,1";"-13,67";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:18:030";"27/06/18 18:01:08:414";"59,96350271";"30,33011144";"30,0";"10,6189995";"Sorry, the service is not available";"6,32";"22,752";"0,0";"1,03";"";"1,31";"0.48933697,-0.1933054,1.1978813";"True";"13.715867042541504,-1.445605754852295,-90.60181427001953";"317,0";"Bright";"3";"15,0";"15,0";"false";"27,54";"11,53";"16,01";"15,0";"false";"5,63";"-0,94";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:18:235";"27/06/18 18:01:08:414";"59,96350271";"30,33011144";"30,0";"10,6189995";"Sorry, the service is not available";"6,32";"22,752";"0,0";"0,8";"";"1,31";"0.48933697,-0.1933054,1.1978813";"True";"13.694416999816895,-1.4441266059875488,-91.43341827392578";"317,0";"Bright";"3";"15,0";"15,0";"false";"23,51";"7,5";"16,01";"15,0";"false";"2,64";"-3,93";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:19:668";"27/06/18 18:01:08:414";"59,96361975";"30,33004934";"29,0";"10,6189995";"Sorry, the service is not available";"6,16";"22,175999";"0,0";"0,99";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"12.455282211303711,-0.8772183656692505,-91.97653198242188";"1296,0";"Bright";"3";"15,0";"15,0";"false";"15,84";"-0,17";"16,01";"15,0";"false";"-3,68";"-10,25";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:19:669";"27/06/18 18:01:08:414";"59,96361975";"30,33004934";"29,0";"10,6189995";"Sorry, the service is not available";"6,16";"22,175999";"0,0";"0,99";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"12.455282211303711,-0.8772183656692505,-91.97653198242188";"1296,0";"Bright";"3";"15,0";"15,0";"false";"15,84";"-0,17";"16,01";"15,0";"false";"-3,68";"-10,25";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:19:863";"27/06/18 18:01:08:414";"59,96361975";"30,33004934";"29,0";"10,6189995";"Sorry, the service is not available";"6,16";"22,175999";"0,0";"1,01";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"11.690775871276855,-0.7996156811714172,-92.12728118896484";"1296,0";"Bright";"3";"15,0";"15,0";"false";"8,85";"-7,16";"16,01";"15,0";"false";"-4,1";"-10,67";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:20:742";"27/06/18 18:01:08:414";"59,96367061";"30,33005204";"29,0";"10,6189995";"Sorry, the service is not available";"5,34";"19,224";"0,0";"0,9";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"9.41539192199707,-1.5662344694137573,-92.4232406616211";"431,0";"Bright";"3";"15,0";"15,0";"false";"13,87";"-2,14";"16,01";"15,0";"false";"3,9";"-2,67";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:20:957";"27/06/18 18:01:08:414";"59,96367061";"30,33005204";"29,0";"10,6189995";"Sorry, the service is not available";"5,34";"19,224";"0,0";"0,84";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"8.218783378601074,-1.5373389720916748,-92.26058197021484";"431,0";"Bright";"3";"15,0";"15,0";"false";"16,96";"0,95";"16,01";"15,0";"false";"5,78";"-0,79";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:21:154";"27/06/18 18:01:08:414";"59,96367061";"30,33005204";"29,0";"10,6189995";"Sorry, the service is not available";"5,34";"19,224";"0,0";"1,14";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"8.45559024810791,-1.7962514162063599,-92.12046813964844";"431,0";"Bright";"3";"15,0";"15,0";"false";"16,82";"0,81";"16,01";"15,0";"false";"6,39";"-0,18";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:21:352";"27/06/18 18:01:08:414";"59,96367061";"30,33005204";"29,0";"10,6189995";"Sorry, the service is not available";"5,34";"19,224";"0,0";"1,05";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"7.952848434448242,-1.9419043064117432,-92.24139404296875";"870,0";"Bright";"3";"15,0";"15,0";"false";"16,94";"0,93";"16,01";"15,0";"false";"5,01";"-1,56";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:21:563";"27/06/18 18:01:08:414";"59,96372422";"30,33005027";"30,0";"12,136";"Sorry, the service is not available";"6,05";"21,78";"0,0";"1,16";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"7.639587879180908,-1.6816905736923218,-92.10942077636719";"870,0";"Bright";"3";"15,0";"15,0";"false";"17,15";"1,14";"16,01";"15,0";"false";"4,25";"-2,32";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:21:776";"27/06/18 18:01:08:414";"59,96372422";"30,33005027";"30,0";"12,136";"Sorry, the service is not available";"6,05";"21,78";"0,0";"1,04";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"7.278531551361084,-1.7977856397628784,-92.0596923828125";"870,0";"Bright";"3";"15,0";"15,0";"false";"16,54";"0,53";"16,01";"15,0";"false";"3,12";"-3,45";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:22:062";"27/06/18 18:01:08:414";"59,96372422";"30,33005027";"30,0";"12,136";"Sorry, the service is not available";"6,05";"21,78";"0,0";"1,0";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"7.185149192810059,-1.7845489978790283,-91.9919204711914";"1428,0";"Bright";"3";"15,0";"15,0";"true";"-4,63";"-20,64";"16,01";"15,0";"false";"2,78";"-3,79";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:22:264";"27/06/18 18:01:08:414";"59,96372422";"30,33005027";"30,0";"12,136";"Sorry, the service is not available";"6,05";"21,78";"0,0";"1,1";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"6.815184116363525,-1.759108066558838,-91.88298797607422";"1428,0";"Bright";"3";"15,0";"15,0";"false";"15,34";"-0,67";"16,01";"15,0";"false";"2,58";"-3,99";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:22:476";"27/06/18 18:01:08:414";"59,96378309";"30,33002681";"30,0";"10,6189995";"Sorry, the service is not available";"5,72";"20,592";"0,0";"1,12";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"6.880877494812012,-1.7436100244522095,-91.69037628173828";"1428,0";"Bright";"3";"15,0";"15,0";"false";"15,88";"-0,13";"16,01";"15,0";"false";"1,97";"-4,6";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:22:680";"27/06/18 18:01:08:414";"59,96378309";"30,33002681";"30,0";"10,6189995";"Sorry, the service is not available";"5,72";"20,592";"0,0";"1,1";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"6.779654026031494,-1.7346241474151611,-91.61092376708984";"1713,0";"Bright";"3";"15,0";"15,0";"false";"16,09";"0,08";"16,01";"15,0";"false";"2,42";"-4,15";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:22:878";"27/06/18 18:01:08:414";"59,96378309";"30,33002681";"30,0";"10,6189995";"Sorry, the service is not available";"5,72";"20,592";"0,0";"1,11";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"6.709372520446777,-1.7644143104553223,-91.50062561035156";"1713,0";"Bright";"3";"15,0";"15,0";"false";"13,67";"-2,34";"16,01";"15,0";"false";"3,44";"-3,13";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:23:076";"27/06/18 18:01:08:414";"59,96378309";"30,33002681";"30,0";"10,6189995";"Sorry, the service is not available";"5,72";"20,592";"0,0";"1,08";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"7.017311096191406,-1.795168399810791,-91.46929931640625";"1713,0";"Bright";"3";"15,0";"15,0";"false";"16,08";"0,07";"16,01";"15,0";"false";"5,67";"-0,9";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:23:268";"27/06/18 18:01:08:414";"59,96378309";"30,33002681";"30,0";"10,6189995";"Sorry, the service is not available";"5,72";"20,592";"0,0";"1,07";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"7.509618759155273,-1.8219491243362427,-91.45204162597656";"1798,0";"Bright";"3";"15,0";"15,0";"true";"-0,39";"-16,4";"16,01";"15,0";"false";"4,52";"-2,05";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:23:476";"27/06/18 18:01:08:414";"59,96382212";"30,33003143";"30,0";"12,136";"Sorry, the service is not available";"5,16";"18,575998";"0,0";"1,07";"";"1,12";"0.83685875,-0.6576828,0.3597571";"True";"7.829584121704102,-1.8556429147720337,-91.4963607788086";"1798,0";"Bright";"3";"15,0";"15,0";"false";"4,05";"-11,96";"16,01";"15,0";"false";"4,88";"-1,69";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:23:671";"27/06/18 18:01:08:414";"59,96382212";"30,33003143";"30,0";"12,136";"Sorry, the service is not available";"5,16";"18,575998";"0,0";"1,17";"";"1,12";"-0.2125349,0.025287062,-1.1015357";"True";"8.22408676147461,-2.011401653289795,-91.56080627441406";"1798,0";"Bright";"3";"15,0";"15,0";"false";"18,36";"2,35";"16,01";"15,0";"false";"7,98";"1,41";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:23:866";"27/06/18 18:01:08:414";"59,96382212";"30,33003143";"30,0";"12,136";"Sorry, the service is not available";"5,16";"18,575998";"0,0";"1,1";"";"1,12";"-0.2125349,0.025287062,-1.1015357";"True";"8.849146842956543,-2.2251553535461426,-91.8760757446289";"1815,0";"Bright";"3";"15,0";"15,0";"false";"16,48";"0,47";"16,01";"15,0";"false";"6,73";"0,16";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:24:063";"27/06/18 18:01:08:414";"59,96382212";"30,33003143";"30,0";"12,136";"Sorry, the service is not available";"5,16";"18,575998";"0,0";"1,0";"";"1,18";"0.06895542,-0.9189235,-0.73927796";"True";"9.723489761352539,-2.48707914352417,-92.16380310058594";"1815,0";"Bright";"3";"15,0";"15,0";"false";"16,23";"0,22";"16,01";"15,0";"false";"5,58";"-0,99";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:24:257";"27/06/18 18:01:08:414";"59,96382212";"30,33003143";"30,0";"12,136";"Sorry, the service is not available";"5,16";"18,575998";"0,0";"1,16";"";"1,23";"-0.07411671,-1.0721651,-0.59670067";"True";"10.59262752532959,-2.6624984741210938,-92.50218963623047";"1815,0";"Bright";"3";"15,0";"15,0";"false";"16,37";"0,36";"16,01";"15,0";"false";"5,36";"-1,21";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:24:452";"27/06/18 18:01:08:414";"59,96386594";"30,33003116";"31,0";"13,653";"Sorry, the service is not available";"5,06";"18,216";"0,0";"1,16";"";"1,23";"-0.07411671,-1.0721651,-0.59670067";"True";"11.646371841430664,-2.8334736824035645,-92.69818878173828";"1788,0";"Bright";"3";"15,0";"15,0";"false";"12,16";"-3,85";"16,01";"15,0";"false";"5,74";"-0,83";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:24:653";"27/06/18 18:01:08:414";"59,96386594";"30,33003116";"31,0";"13,653";"Sorry, the service is not available";"5,06";"18,216";"0,0";"0,42";"";"1,23";"-0.07411671,-1.0721651,-0.59670067";"True";"12.464200019836426,-3.0959644317626953,-92.9362564086914";"1788,0";"Bright";"3";"15,0";"15,0";"false";"7,2";"-8,81";"16,01";"15,0";"false";"5,41";"-1,16";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:24:853";"27/06/18 18:01:08:414";"59,96386594";"30,33003116";"31,0";"13,653";"Sorry, the service is not available";"5,06";"18,216";"0,0";"1,34";"";"1,57";"0.7771597,-1.1861153,0.6848055";"True";"12.943860054016113,-3.375847578048706,-92.74115753173828";"1788,0";"Bright";"3";"15,0";"15,0";"true";"-3,0";"-19,01";"16,01";"15,0";"false";"8,15";"1,58";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:25:061";"27/06/18 18:01:08:414";"59,96386594";"30,33003116";"31,0";"13,653";"Sorry, the service is not available";"5,06";"18,216";"0,0";"1,28";"";"1,89";"-1.2496004,1.2199341,-0.7209571";"True";"13.41779899597168,-3.259159803390503,-93.10547637939453";"1705,0";"Bright";"3";"15,0";"15,0";"false";"14,39";"-1,62";"16,01";"15,0";"false";"5,47";"-1,1";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:25:252";"27/06/18 18:01:08:414";"59,96386594";"30,33003116";"31,0";"13,653";"Sorry, the service is not available";"5,06";"18,216";"0,0";"1,31";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"13.802453994750977,-3.6323745250701904,-93.44758605957031";"1705,0";"Bright";"3";"15,0";"15,0";"false";"15,95";"-0,06";"16,01";"15,0";"false";"-3,84";"-10,41";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:25:452";"27/06/18 18:01:08:414";"59,9639436";"30,33005426";"31,0";"12,136";"Sorry, the service is not available";"6,3";"22,68";"0,0";"1,17";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"13.742642402648926,-3.1865527629852295,-93.185546875";"1705,0";"Bright";"3";"15,0";"15,0";"false";"7,09";"-8,92";"16,01";"15,0";"false";"3,87";"-2,7";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:25:654";"27/06/18 18:01:08:414";"59,9639436";"30,33005426";"31,0";"12,136";"Sorry, the service is not available";"6,3";"22,68";"0,0";"1,05";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"14.012526512145996,-2.9368669986724854,-93.4201889038086";"1724,0";"Bright";"3";"15,0";"15,0";"false";"6,91";"-9,1";"16,01";"15,0";"false";"1,58";"-4,99";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:25:870";"27/06/18 18:01:08:414";"59,9639436";"30,33005426";"31,0";"12,136";"Sorry, the service is not available";"6,3";"22,68";"0,0";"1,04";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"13.614516258239746,-3.176028251647949,-93.28707885742188";"1724,0";"Bright";"3";"15,0";"15,0";"false";"15,96";"-0,05";"16,01";"15,0";"false";"1,8";"-4,77";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:26:058";"27/06/18 18:01:08:414";"59,9639436";"30,33005426";"31,0";"12,136";"Sorry, the service is not available";"6,3";"22,68";"0,0";"1,12";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"13.784616470336914,-3.4814984798431396,-93.27534484863281";"1724,0";"Bright";"3";"15,0";"15,0";"false";"13,46";"-2,55";"16,01";"15,0";"false";"6,08";"-0,49";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:26:254";"27/06/18 18:01:08:414";"59,9639436";"30,33005426";"31,0";"12,136";"Sorry, the service is not available";"6,3";"22,68";"0,0";"1,08";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"13.482619285583496,-3.6578752994537354,-93.3289794921875";"1813,0";"Bright";"3";"15,0";"15,0";"false";"7,47";"-8,54";"16,01";"15,0";"false";"3,11";"-3,46";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:26:454";"27/06/18 18:01:08:414";"59,96403055";"30,33007286";"31,0";"10,6189995";"Sorry, the service is not available";"6,66";"23,975998";"0,0";"1,17";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"13.083513259887695,-3.8136885166168213,-93.27391815185547";"1813,0";"Bright";"3";"15,0";"15,0";"true";"-6,02";"-22,03";"16,01";"15,0";"false";"1,78";"-4,79";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:26:721";"27/06/18 18:01:08:414";"59,96403055";"30,33007286";"31,0";"10,6189995";"Sorry, the service is not available";"6,66";"23,975998";"0,0";"1,03";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"12.112006187438965,-3.9886739253997803,-93.27307891845703";"1813,0";"Bright";"3";"15,0";"15,0";"true";"-32,12";"-48,13";"16,01";"15,0";"false";"5,36";"-1,21";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:26:925";"27/06/18 18:01:08:414";"59,96403055";"30,33007286";"31,0";"10,6189995";"Sorry, the service is not available";"6,66";"23,975998";"0,0";"1,07";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"11.491040229797363,-3.859933614730835,-93.31449890136719";"1945,0";"Bright";"3";"15,0";"15,0";"true";"-27,4";"-43,41";"16,01";"15,0";"false";"8,61";"2,04";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:27:129";"27/06/18 18:01:08:414";"59,96403055";"30,33007286";"31,0";"10,6189995";"Sorry, the service is not available";"6,66";"23,975998";"0,0";"1,1";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"11.355754852294922,-3.5654704570770264,-93.28919219970703";"1945,0";"Bright";"3";"15,0";"15,0";"false";"12,78";"-3,23";"16,01";"15,0";"false";"4,33";"-2,24";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:27:331";"27/06/18 18:01:08:414";"59,96403055";"30,33007286";"31,0";"10,6189995";"Sorry, the service is not available";"6,66";"23,975998";"0,0";"1,09";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"11.025162696838379,-3.6817409992218018,-93.21336364746094";"1945,0";"Bright";"3";"15,0";"15,0";"false";"16,04";"0,03";"16,01";"15,0";"false";"3,1";"-3,47";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:27:546";"27/06/18 18:01:08:414";"59,96409365";"30,33011749";"31,0";"10,6189995";"Sorry, the service is not available";"7,31";"26,316";"0,0";"0,95";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"10.773001670837402,-3.9408812522888184,-93.08454895019531";"1817,0";"Bright";"3";"15,0";"15,0";"false";"16,44";"0,43";"16,01";"15,0";"false";"0,09";"-6,48";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:27:760";"27/06/18 18:01:08:414";"59,96409365";"30,33011749";"31,0";"10,6189995";"Sorry, the service is not available";"7,31";"26,316";"0,0";"1,06";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"10.36143970489502,-4.131380081176758,-93.04136657714844";"1817,0";"Bright";"3";"15,0";"15,0";"false";"15,58";"-0,43";"16,01";"15,0";"false";"0,22";"-6,35";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:27:956";"27/06/18 18:01:08:414";"59,96409365";"30,33011749";"31,0";"10,6189995";"Sorry, the service is not available";"7,31";"26,316";"0,0";"1,15";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"10.119925498962402,-4.39267110824585,-93.01337432861328";"1817,0";"Bright";"3";"15,0";"15,0";"false";"4,16";"-11,85";"16,01";"15,0";"false";"1,31";"-5,26";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:09:28:154";"27/06/18 18:01:08:414";"59,96409365";"30,33011749";"31,0";"10,6189995";"Sorry, the service is not available";"7,31";"26,316";"0,0";"1,21";"";"2,36";"1.2668715,-1.5609133,1.2280412";"True";"9.959527015686035,-4.63355016708374,-92.91899871826172";"1528,0";"Bright";"3";"15,0";"15,0";"true";"-1,38";"-17,39";"16,01";"15,0";"false";"5,18";"-1,39";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
