"Date/Time";"Date/Time Start";"LatitudeCoord.";"LongitudeCoord.";"Altitude(m)";"LocationAccuracy(m)";"GeoAddress";"SpeedRaw(m/s)";"Speed(km/h)";"SpeedMinTierPref(km/h)";"GForce(m/s2)";"EmergenceBraking";"Acceleration(m/s2)";"AccelerationXYZ";"IsAccelerating";"EulerAngleRotatePhone";"LightLevel(Lux)";"Illuminance";"AudioLevelPref";"LeftHeadAnglePref";"RightHeadAnglePref";"IsHeadRotatedYaw";"HeadAngleYawRaw";"CalibratedHeadAngleYaw";"CalibratedHeadAngleYawPref";"HeadAnglePitchPref";"IsHeadRotatedPitch";"HeadAnglePitchRaw";"CalibratedHeadAnglePitch";"CalibratedHeadAnglePitchPref";"PERCLOSPref";"LeftEyeOpennessPercentagePref";"RightEyeOpennessPercentagePref";"LeftEyeOpennessProbability";"RightEyeOpennessProbability";"IntervalBetweenDetectDangersBetween(ms)";"PeriodInDetectDanger(ms)";"CoffeeCupDialogTimeout(sec)";"Setting PictureContrast(0-10)";"Setting PictureBrightness(-255,255)";"Setting PictureSize(px)";"DriverGender";"DriverExperience";"DriverBdate"
"27/06/18 18:04:07:302";"27/06/18 18:01:08:414";"59,95853359";"30,31266862";"27,0";"16,687";"Sorry, the service is not available";"0,49";"1,7639999";"0,0";"1,09";"";"0,87";"-0.021551132,-0.22552122,-0.83537984";"True";"5.163994789123535,-0.9041292071342468,-90.92056274414062";"362,0";"Bright";"3";"15,0";"15,0";"false";"21,47";"5,46";"16,01";"15,0";"false";"-0,52";"-7,09";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:07:508";"27/06/18 18:01:08:414";"59,9585335";"30,31267358";"28,0";"16,687";"Sorry, the service is not available";"0,21";"0,756";"0,0";"1,07";"";"0,87";"-0.021551132,-0.22552122,-0.83537984";"True";"5.1744384765625,-0.8364512920379639,-90.88107299804688";"362,0";"Bright";"3";"15,0";"15,0";"false";"19,55";"3,54";"16,01";"15,0";"false";"-0,5";"-7,07";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:07:703";"27/06/18 18:01:08:414";"59,9585335";"30,31267358";"28,0";"16,687";"Sorry, the service is not available";"0,21";"0,756";"0,0";"1,09";"";"0,87";"-0.021551132,-0.22552122,-0.83537984";"True";"5.183091640472412,-0.8037586212158203,-90.84636688232422";"362,0";"Bright";"3";"15,0";"15,0";"false";"20,43";"4,42";"16,01";"15,0";"false";"1,34";"-5,23";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:07:936";"27/06/18 18:01:08:414";"59,9585335";"30,31267358";"28,0";"16,687";"Sorry, the service is not available";"0,21";"0,756";"0,0";"1,08";"";"0,87";"-0.021551132,-0.22552122,-0.83537984";"True";"5.182763576507568,-0.7432581186294556,-90.85295867919922";"367,0";"Bright";"3";"15,0";"15,0";"false";"22,85";"6,84";"16,01";"15,0";"false";"1,18";"-5,39";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:08:131";"27/06/18 18:01:08:414";"59,9585335";"30,31267358";"28,0";"16,687";"Sorry, the service is not available";"0,21";"0,756";"0,0";"1,07";"";"0,87";"-0.021551132,-0.22552122,-0.83537984";"True";"5.178849220275879,-0.8339955806732178,-90.86217498779297";"367,0";"Bright";"3";"15,0";"15,0";"false";"27,69";"11,68";"16,01";"15,0";"false";"2,15";"-4,42";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:08:347";"27/06/18 18:01:08:414";"59,9585335";"30,31267358";"28,0";"16,687";"Sorry, the service is not available";"0,21";"0,756";"0,0";"1,11";"";"0,87";"-0.021551132,-0.22552122,-0.83537984";"True";"5.16944694519043,-0.9097511172294617,-90.89649200439453";"367,0";"Bright";"3";"15,0";"15,0";"false";"19,65";"3,64";"16,01";"15,0";"false";"1,63";"-4,94";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:08:554";"27/06/18 18:01:08:414";"59,95853102";"30,31267996";"30,0";"18,203999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,1";"";"0,87";"-0.021551132,-0.22552122,-0.83537984";"True";"5.164102077484131,-0.9751692414283752,-90.91413116455078";"367,0";"Bright";"3";"15,0";"15,0";"false";"20,98";"4,97";"16,01";"15,0";"false";"2,31";"-4,26";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:08:767";"27/06/18 18:01:08:414";"59,95853102";"30,31267996";"30,0";"18,203999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,11";"";"0,87";"-0.021551132,-0.22552122,-0.83537984";"True";"5.1596760749816895,-1.022342324256897,-90.92938232421875";"367,0";"Bright";"3";"15,0";"15,0";"false";"21,74";"5,73";"16,01";"15,0";"false";"3,7";"-2,87";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:08:971";"27/06/18 18:01:08:414";"59,95853102";"30,31267996";"30,0";"18,203999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,08";"";"0,87";"-0.021551132,-0.22552122,-0.83537984";"True";"5.125416278839111,-1.4417319297790527,-91.0435562133789";"367,0";"Bright";"3";"15,0";"15,0";"false";"19,21";"3,2";"16,01";"15,0";"false";"2,79";"-3,78";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:09:172";"27/06/18 18:01:08:414";"59,95853102";"30,31267996";"30,0";"18,203999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,09";"";"0,87";"-0.021551132,-0.22552122,-0.83537984";"True";"5.108686447143555,-1.6676963567733765,-91.09820556640625";"365,0";"Bright";"3";"15,0";"15,0";"false";"18,33";"2,32";"16,01";"15,0";"false";"2,94";"-3,63";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:09:393";"27/06/18 18:01:08:414";"59,95852884";"30,31268215";"31,0";"18,203999";"Sorry, the service is not available";"0,15";"0,54";"0,0";"1,08";"";"0,87";"-0.021551132,-0.22552122,-0.83537984";"True";"5.09312105178833,-1.8238353729248047,-91.15357971191406";"365,0";"Bright";"3";"15,0";"15,0";"false";"18,57";"2,56";"16,01";"15,0";"false";"2,75";"-3,82";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:09:613";"27/06/18 18:01:08:414";"59,95852884";"30,31268215";"31,0";"18,203999";"Sorry, the service is not available";"0,15";"0,54";"0,0";"1,08";"";"0,81";"-0.012672424,-0.25620735,-0.77244383";"True";"5.085134983062744,-1.945690393447876,-91.17889404296875";"365,0";"Bright";"3";"15,0";"15,0";"false";"19,56";"3,55";"16,01";"15,0";"false";"2,88";"-3,69";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:09:812";"27/06/18 18:01:08:414";"59,95852884";"30,31268215";"31,0";"18,203999";"Sorry, the service is not available";"0,15";"0,54";"0,0";"1,07";"";"0,52";"-0.018525124,-0.14471969,-0.49707487";"True";"5.074892520904541,-2.0359954833984375,-91.21646118164062";"365,0";"Bright";"3";"15,0";"15,0";"false";"24,29";"8,28";"16,01";"15,0";"false";"0,69";"-5,88";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:10:034";"27/06/18 18:01:08:414";"59,95852884";"30,31268215";"31,0";"18,203999";"Sorry, the service is not available";"0,15";"0,54";"0,0";"1,09";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.071177005767822,-2.1346752643585205,-91.22521209716797";"365,0";"Bright";"3";"15,0";"15,0";"false";"25,22";"9,21";"16,01";"15,0";"false";"3,44";"-3,13";"6,57";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:10:245";"27/06/18 18:01:08:414";"59,95852884";"30,31268215";"31,0";"18,203999";"Sorry, the service is not available";"0,15";"0,54";"0,0";"1,07";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.069605827331543,-2.085522413253784,-91.23568725585938";"365,0";"Bright";"3";"15,0";"15,0";"false";"25,15";"9,14";"16,01";"15,0";"false";"2,88";"-3,69";"6,57";"0,25";"0,3";"0,3";"0,0";"0,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:10:483";"27/06/18 18:01:08:414";"59,95852786";"30,31268575";"32,0";"18,203999";"Sorry, the service is not available";"0,16";"0,576";"0,0";"1,09";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.065544128417969,-2.10557222366333,-91.25180053710938";"365,0";"Bright";"3";"15,0";"15,0";"false";"20,97";"4,96";"16,01";"15,0";"false";"2,07";"-4,5";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:10:690";"27/06/18 18:01:08:414";"59,95852786";"30,31268575";"32,0";"18,203999";"Sorry, the service is not available";"0,16";"0,576";"0,0";"1,07";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.065400123596191,-2.147972583770752,-91.24927520751953";"365,0";"Bright";"3";"15,0";"15,0";"false";"27,41";"11,4";"16,01";"15,0";"false";"4,61";"-1,96";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:10:894";"27/06/18 18:01:08:414";"59,95852786";"30,31268575";"32,0";"18,203999";"Sorry, the service is not available";"0,16";"0,576";"0,0";"1,1";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.065882205963135,-2.1983509063720703,-91.2434310913086";"367,0";"Bright";"3";"15,0";"15,0";"false";"24,53";"8,52";"16,01";"15,0";"false";"5,44";"-1,13";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:11:099";"27/06/18 18:01:08:414";"59,95852786";"30,31268575";"32,0";"18,203999";"Sorry, the service is not available";"0,16";"0,576";"0,0";"1,08";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.066008567810059,-2.169243335723877,-91.24504089355469";"367,0";"Bright";"3";"15,0";"15,0";"false";"27,77";"11,76";"16,01";"15,0";"false";"6,37";"-0,2";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:11:294";"27/06/18 18:01:08:414";"59,95852786";"30,31268575";"32,0";"18,203999";"Sorry, the service is not available";"0,16";"0,576";"0,0";"1,09";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.062179088592529,-2.1577157974243164,-91.26250457763672";"367,0";"Bright";"3";"15,0";"15,0";"true";"32,1";"16,09";"16,01";"15,0";"false";"8,31";"1,74";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:11:504";"27/06/18 18:01:08:414";"59,95852301";"30,312694";"33,0";"19,720999";"Sorry, the service is not available";"0,24";"0,86399996";"0,0";"1,1";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.060516834259033,-2.1276934146881104,-91.27194213867188";"369,0";"Bright";"3";"15,0";"15,0";"true";"32,82";"16,81";"16,01";"15,0";"false";"5,23";"-1,34";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:11:706";"27/06/18 18:01:08:414";"59,95852301";"30,312694";"33,0";"19,720999";"Sorry, the service is not available";"0,24";"0,86399996";"0,0";"1,09";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.0612874031066895,-2.1656479835510254,-91.26579284667969";"369,0";"Bright";"3";"15,0";"15,0";"false";"13,01";"-3,0";"16,01";"15,0";"false";"1,43";"-5,14";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:11:900";"27/06/18 18:01:08:414";"59,95852301";"30,312694";"33,0";"19,720999";"Sorry, the service is not available";"0,24";"0,86399996";"0,0";"1,09";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.063295364379883,-2.20095157623291,-91.25446319580078";"369,0";"Bright";"3";"15,0";"15,0";"false";"20,99";"4,98";"16,01";"15,0";"false";"-2,63";"-9,2";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:12:101";"27/06/18 18:01:08:414";"59,95852301";"30,312694";"33,0";"19,720999";"Sorry, the service is not available";"0,24";"0,86399996";"0,0";"1,09";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.060403823852539,-2.1901350021362305,-91.26781463623047";"369,0";"Bright";"3";"15,0";"15,0";"false";"30,7";"14,69";"16,01";"15,0";"false";"1,18";"-5,39";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:12:341";"27/06/18 18:01:08:414";"59,95852301";"30,312694";"33,0";"19,720999";"Sorry, the service is not available";"0,24";"0,86399996";"0,0";"1,08";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.065846920013428,-2.15582275390625,-91.24674224853516";"369,0";"Bright";"3";"15,0";"15,0";"false";"22,57";"6,56";"16,01";"15,0";"false";"2,82";"-3,75";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:12:563";"27/06/18 18:01:08:414";"59,95851268";"30,31270933";"34,0";"18,203999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,09";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.063918590545654,-2.1669671535491943,-91.25428009033203";"369,0";"Bright";"3";"15,0";"15,0";"false";"16,3";"0,29";"16,01";"15,0";"false";"3,51";"-3,06";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:12:778";"27/06/18 18:01:08:414";"59,95851268";"30,31270933";"34,0";"18,203999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,08";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.0635175704956055,-2.1759347915649414,-91.25536346435547";"370,0";"Bright";"3";"15,0";"15,0";"false";"16,28";"0,27";"16,01";"15,0";"false";"4,42";"-2,15";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:12:974";"27/06/18 18:01:08:414";"59,95851268";"30,31270933";"34,0";"18,203999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,08";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.062296390533447,-2.154937505722046,-91.26221466064453";"370,0";"Bright";"3";"15,0";"15,0";"false";"14,47";"-1,54";"16,01";"15,0";"false";"5,23";"-1,34";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:13:168";"27/06/18 18:01:08:414";"59,95851268";"30,31270933";"34,0";"18,203999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,09";"";"0,31";"-0.0036449432,-0.09033932,-0.299978";"False";"5.056107521057129,-2.1463255882263184,-91.2896728515625";"370,0";"Bright";"3";"15,0";"15,0";"false";"12,46";"-3,55";"16,01";"15,0";"false";"3,54";"-3,03";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:13:414";"27/06/18 18:01:08:414";"59,95850897";"30,3127168";"33,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,08";"";"0,25";"0.0047245026,-0.057250485,-0.2396869";"False";"5.062721252441406,-2.131783962249756,-91.2620849609375";"370,0";"Bright";"3";"15,0";"15,0";"false";"11,92";"-4,09";"16,01";"15,0";"false";"4,13";"-2,44";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:13:643";"27/06/18 18:01:08:414";"59,95850897";"30,3127168";"33,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,09";"";"0,19";"0.0018510818,-0.05740355,-0.17917688";"False";"5.065610408782959,-2.1685426235198975,-91.2468032836914";"370,0";"Bright";"3";"15,0";"15,0";"false";"13,48";"-2,53";"16,01";"15,0";"false";"4,9";"-1,67";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:13:920";"27/06/18 18:01:08:414";"59,95850897";"30,3127168";"33,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,08";"";"0,17";"-0.01228714,-0.045725033,-0.15834403";"False";"5.063812255859375,-2.1715946197509766,-91.25439453125";"371,0";"Bright";"3";"15,0";"15,0";"false";"23,6";"7,59";"16,01";"15,0";"false";"4,56";"-2,01";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:14:122";"27/06/18 18:01:08:414";"59,95850897";"30,3127168";"33,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,08";"";"0,07";"0.017474174,-0.016572937,-0.062220007";"False";"5.061603546142578,-2.1472344398498535,-91.26579284667969";"371,0";"Bright";"3";"15,0";"15,0";"false";"29,62";"13,61";"16,01";"15,0";"false";"2,17";"-4,4";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:14:318";"27/06/18 18:01:08:414";"59,95850897";"30,3127168";"33,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,1";"";"0,04";"-0.0016441345,-0.0074539334,-0.043502927";"False";"5.062732696533203,-2.1286160945892334,-91.26227569580078";"371,0";"Bright";"3";"15,0";"15,0";"true";"33,81";"17,8";"16,01";"15,0";"false";"1,59";"-4,98";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:14:541";"27/06/18 18:01:08:414";"59,95850369";"30,31271704";"33,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,08";"";"0,04";"-0.0011377335,-0.0048485845,-0.040668786";"False";"5.059808731079102,-2.126326560974121,-91.27510833740234";"372,0";"Bright";"3";"15,0";"15,0";"false";"28,92";"12,91";"16,01";"15,0";"false";"1,73";"-4,84";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:14:813";"27/06/18 18:01:08:414";"59,95850369";"30,31271704";"33,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,1";"";"0,04";"-0.0011377335,-0.0048485845,-0.040668786";"False";"5.063348770141602,-2.160306453704834,-91.25724792480469";"372,0";"Bright";"3";"15,0";"15,0";"false";"26,43";"10,42";"16,01";"15,0";"false";"0,91";"-5,66";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:15:008";"27/06/18 18:01:08:414";"59,95850369";"30,31271704";"33,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,09";"";"0,03";"0.019021034,0.0062972605,-0.020192564";"False";"5.06435489654541,-2.1788840293884277,-91.25150299072266";"372,0";"Bright";"3";"15,0";"15,0";"true";"31,96";"15,95";"16,01";"15,0";"false";"1,22";"-5,35";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:15:224";"27/06/18 18:01:08:414";"59,95850369";"30,31271704";"33,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,06";"";"0,03";"0.019021034,0.0062972605,-0.020192564";"False";"5.06260347366333,-2.1912283897399902,-91.25818634033203";"373,0";"Bright";"3";"15,0";"15,0";"false";"30,86";"14,85";"16,01";"15,0";"false";"0,47";"-6,1";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:15:427";"27/06/18 18:01:08:414";"59,95849885";"30,31271935";"34,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,08";"";"0,03";"0.019021034,0.0062972605,-0.020192564";"False";"5.059298038482666,-2.145095109939575,-91.27592468261719";"373,0";"Bright";"3";"15,0";"15,0";"false";"30,21";"14,2";"16,01";"15,0";"false";"0,23";"-6,34";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:15:646";"27/06/18 18:01:08:414";"59,95849885";"30,31271935";"34,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,1";"";"0,03";"0.019021034,0.0062972605,-0.020192564";"False";"5.059637546539307,-2.1240298748016357,-91.27603912353516";"374,0";"Bright";"3";"15,0";"15,0";"false";"26,85";"10,84";"16,01";"15,0";"false";"1,1";"-5,47";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:15:881";"27/06/18 18:01:08:414";"59,95849885";"30,31271935";"34,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,1";"";"0,03";"0.019021034,0.0062972605,-0.020192564";"False";"5.061984539031982,-2.1208925247192383,-91.26609802246094";"374,0";"Bright";"3";"15,0";"15,0";"false";"10,67";"-5,34";"16,01";"15,0";"false";"3,75";"-2,82";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
"27/06/18 18:04:16:199";"27/06/18 18:01:08:414";"59,95849885";"30,31271935";"34,0";"19,720999";"Sorry, the service is not available";"0,0";"0,0";"0,0";"1,11";"";"0,03";"0.019021034,0.0062972605,-0.020192564";"False";"5.0634446144104,-2.1632933616638184,-91.2566146850586";"374,0";"Bright";"3";"15,0";"15,0";"false";"1,8";"-14,21";"16,01";"15,0";"false";"3,4";"-3,17";"6,57";"0,25";"0,3";"0,3";"1,0";"1,0";"20000";"2000";"15";"1";"0";"350";"1";"5-8 лет";"11.2.2000"
